auction_date,auction_location,auction_name,auction_url,title,url,currency,low_estimate,high_estimate,realised_price,description,Brand,Reference,Year,Case No.,Diameter,Weight,Caliber,Signature,Movement No.,Bracelet,Model,Buckle,Dimensions,Accessories,Thickness,Material,Height,Width,Length
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 4500, Chronograph, Minute counter, ""Anti-Magnetique"", Yellow gold",/en/lots/rolex-ref-4500-oyster-perpetual-anti-magnetique-lot-347-33?page=2,EUR,"20,000","40,000","28,600","18K yellow gold, manual-winding, tonneau-shaped, anti-magnetic, gentleman’s wristwatch, water-resistant with screwed case-back, round bezel, silver colour dial with subsidiary seconds at 9 and two horological complications: 1/5 second chronograph (activated by the two roundshaped push-pieces) with telemetric scale graduated on the dial for 1 000 meters and half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock) Fine and rare stainless steel manual winding chronograph wristwatch with black dial and 3 registers. With box.","Rolex, Geneva",4500,1947,"533 665 (by C.R. Spillmann S.A, Chêne- Bourg, Geneva)",35 mm. (bezel),,"13’’’ (based on Valjoux 23 by Reymond Frères, Les Bioux, Vallée de Joux)","Dial, case and movement",,Black leather strap; gilded brass Rolex buckle,“Oyster Perpetual” “Anti-Magnetique”,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex   Ref. 6036, Chronograph, Minute and hour counters, Triple date a guichets (with apertures), ""Anti- Magnetic"", so-called ""Jean-Claude Killy"", Yellow gold",/en/lots/rolex-ref-6036-anti-magnetic-so-called-jean-claude-killy-lot-347-34?page=2,EUR,"100,000","200,000",,"18K yellow gold, manual-winding, tonneau-shaped, anti-magnetic, gentleman’s wristwatch, screwed case-back, round inclined bezel, silver colour dial with applied indexes, subsidiary seconds at 9 and three horological complications:• 1/5 second chronograph (activated by the two round-shaped push-pieces)• Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock)• 12-hour counter (subsidiary dial at 6 o’clock)• Half-instantaneous date of the month (exterior graduation with central index)• Day of the week (aperture at 11 o’clock; indications given in English)• Month of the year (aperture at 1 o’clock; indications given in English)","Rolex, Geneva",6036,1954,"944 098 (by C.R. Spillmann, Chêne- Bourg, Geneva)",,,"14’’’ (based on Valjoux 72 C by Reymond Frères, Les Bioux, Vallée de Joux)","Dial, case and movement",,Brown leather strap; 18K yellow gold Rolex buckle,“Anti-magnetic”; so-called “Jean-Claude Killy”,,42.5 x 36.3 mm. / 34.4 mm. (bezel),,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 5030, Self-Winding, Centre-Seconds, “Oyster Perpetual”, Yellow gold",/en/lots/rolex-ref-5030-oyster-perpetual-officially-certified-chronometer-lot-347-35?page=2,EUR,"6,000","10,000","9,100","18K yellow gold, self-winding, tonneau-shaped, gentleman’s wristwatch, water-resistant with screwed case-back, round bezel, silver colour dial with centre-seconds and one horological complication: half-instantaneous date of the month (aperture at 3 o’clock).","Rolex, Geneva",5030,1948,"648 148 (by C.R. Spillmann S.A., Chêne- Bourg, Geneva)",,,"11’’’, “Super-Balance”","Dial, case and movement",G 68 097,black leather strap; gilded metal buckle,“Oyster Perpetual” “Officially Certified Chronometer”,,"43,2 x 36,1 mm.",original fitted box (Ref. 68.00.2),,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,Patek Philippe.  Rotor Box,/en/lots/patek-philippe-lot-347-36?page=2,EUR,"1,000","2,000","1,040","Luxury Patek Philippe rotor box in lacquered wood, in an excellent overall condition.","Patek Philippe, Geneva",,,,,,,,,,,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Reference 1485, Etanche, Steel",/en/lots/Patek-Philippe-ref-1485-lot-347-37?page=2,EUR,"5,000","7,000","10,400","Very fine and rare water-resistant, square, stainless steel gentleman's wristwatch with special sliding strips on each side for water tightness of the case.","Patek Philippe, Geneva",1485,1941,624488,,28 gr. (approx.),"10'''-110, 18 jewels","Dial, case and movement",910545,,,,32 mm.,Extract from the Archives,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Ref. 2466, Yellow gold, retailed by Serpico Y Laino.",/en/lots/patek-philippe-ref-2466-lot-347-38?page=2,EUR,"5,000","7,000","5,850","Very fine and rare, center seconds, 18K yellow gold gentleman's wristwatch, retailed by Serpico Y Laino, Caracas.","Patek Philippe, Geneva",2466,1953,676951,,40 gr. (approx.),"27 SC, 18 jewels","Dial, case and movement",703034,leather strap with Patek Philippe 18K yellow gold,,,32 mm.,Extract from the Archives.,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Ref. 1582, Calatrava, Pink on pink gold",/en/lots/patek-philippe-ref-1582-calatrava-lot-347-39?page=2,EUR,"15,000","30,000","19,500","Very fine and rare pink gold manual winding wristwatch, with pink dial, small 6 o'clock seconds. With Extract from the Archives.","Patek Philippe, Geneva",1582,1948,420 950,34 mm.,"44,39 gr. (approx.)",,"Dial, case and movement",961 642,leather with pink gold Patek Philippe buckle,Calatrava,,,Extract from the Archives,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 16018, Datejust, Onyx dial, Yellow gold",/en/lots/rolex-ref-16018-16000-oyster-perpetual-datejust-lot-347-40?page=2,EUR,"20,000","40,000","39,000","18K yellow gold, tonneau-shaped water-resistant self-winding wristwatch with screwed caseback, winding-crown, reeded bezel, onyx dial with center-seconds and date at 3 (aperture under Cyclops lens).","Rolex, Geneva",16018/16000,1982,6 750 695,36 mm.,135 gr. (approx.),3035,"Case, dial and movement",0 541 318,"18K yellow gold Rolex jubilee bracelet, concealed folding deployant clasp signed Rolex, end-links stamped 49, approx. overall length 190 mm",Oyster Perpetual Datejust,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6605, Datejust, black dial, Yellow gold",/en/lots/rolex-ref-6605-oyster-perpetual-datejust-lot-347-41?page=3,EUR,"10,000","20,000","15,600","18K yellow gold, tonneau-shaped water-resistant self-winding wristwatch with screwed case-back, winding-crown, reeded bezel, black dial with center-seconds and date at 3 (aperture under Cyclops lens).","Rolex, Geneva",6605,1957,328 431,36 mm.,108 gr. (approx.),1065,"Case, dial and movement",N 742 566,"18k yellow gold Rolex president bracelet, dated 1st trimester 1961, approx. overall length 175 mm",Oyster Perpetual Datejust,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1804, Day Date, Stella burgundy dial, Diamonds, Yellow gold",/en/lots/rolex-ref-1804-1803-oyster-perpetual-day-date-lot-347-42?page=3,EUR,"20,000","40,000","35,100","18K yellow gold, tonneau-shaped, water-resistant self-winding wristwatch with screwed case-back, winding-crown, diamond-set bezel, burgundy “ox-blood” “Stella” colour dial with applied diamond- set indexes and luminescent dots, centre-seconds and two horological complications, including date (aperture at 3) and day (aperture at 12).","Rolex, Geneva",1804 / 1803,1977,5 210 593,36 mm.,130 gr. (approx.),1556,"Case, dial and movement",DD 827 525,"18K yellow gold Rolex president bracelet, concealed folding deployant clasp signed Rolex, end-links stamped 53, approx. overall length 165 mm",Oyster Perpetual Day-Date,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6104, Left-handed, Self-winding, Centreseconds, Date, Silver dial, ""Datejust"", Yellow gold",/en/lots/rolex-ref-6104-oyster-perpetual-datejust-officially-certified-chronometer-lot-347-43?page=3,EUR,"10,000","15,000","15,600","18K yellow gold, self-winding, tonneau-shaped, left-handed gentleman’s wristwatch, water-resistant with screwed case-back, polished bezel, left-hand “Super Oyster” winding-crown, silver colour dial with radial luminescent indexes, centre-seconds and one horological complication: date of the month (aperture at 3 o’clock). Case-back engraved “19-3- 55”.","Rolex, Geneva",6104,1953,"837 317 (by Genex S.A., Chêne-Bourg, Geneva)",,,"1556, adjusted to temperatures and 5 positions","Case, dial and movement",,18K yellow gold “Jubilee” bracelet with deployant clasp - quite used,“Oyster Perpetual” “Datejust” “Officially Certified Chronometer”,,"44,1 x 35,3 mm. / Length 185 mm. (approx.)",,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1601, Oyster perpetual, Datejust, Superlative chronometer officialy certified, Stainless-steel and gold",/en/lots/rolex-ref-1601-datejust-lot-347-44?page=3,EUR,"3,000","5,000","4,030","Fine, tonneau-shaped, center seconds, water-resistant, stainless-steel and yellow gold self-winding wristwatch with date. Polished and brushed, screwed-down case back and crown, yellow gold fluted bezel, sapphire crystal with cyclops lens. Light champagne with applied yellow gold baton indexes and luminous dots, outer minutes/seconds divisions, aperture for the date. Luminous yellow gold baton hands.","Rolex, Geneva",1601,1966,1871475,36 mm.,"86,4 gr. (approx.)",Rolex 1570,"Case, dial and movement",D167494,"Stainless-steel and gold Rolex Jubilee bracelet with folding clasp, approx. length 170 mm",Datejust,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 116233, Datejust, Stainless-steel and gold",/en/lots/rolex-ref-116233-datejust-lot-347-45?page=3,EUR,"5,000","10,000","14,300",Very fine stainless steel and gold self winding wristwatch with “Tuxedo dial” and date. With original box and papers.,"Rolex, Geneva",116233,2009,Z214365,37 mm.,"137,94 gr. (approx.)",,"Case, dial and movement",Caliber 3135,Steel and gold Jubilé Rolex bracelet with deployant claps,Datejust,,,"With original box, outfitted box, warranty and booklet",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref 17013, Oysterquartz, Date Just, Superlative Chronometer Officialy Certified, Steel and yellow gold",/en/lots/rolex-ref-17013-datejust-lot-347-46?page=3,EUR,"2,500","3,500","4,940","Fine, tonneau-shaped, center seconds, water-resistant, stainless steel and yellow gold quartz wristwatch with date. Polished and brushed, screwed-down case back and crown, yellow gold fluted bezel, sapphire crystal with cyclops lens. Champagne with applied yellow gold baton indexes and luminous dots, outer minutes/seconds divisions, aperture for the date. Luminous yellow gold baton hands.","Rolex, Geneva",17013,1979,5830645,36 mm.,125.55gr. (approx.),Rolex 5035,"Case, dial and movement",0072345,"stainless steel and yellow gold Rolex Oysterquartz bracelet and folding clasp, approx. length 170 mm.",Datejust,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 124300, Oyster Perpetual 41",/en/lots/rolex-ref-124300-oyster-perpetual-41-lot-347-47?page=3,EUR,"6,000","8,000","8,060","Fine and rare, stainless steel, self-winding, tonneau-shaped, gentleman’s wristwatch.","Rolex, Geneva",124300,2020,4S293552,41 mm.,131 gr. (approx.),"3230, 31 jewels","Case, dial and movement",,"Stainless steel Rolex bracelet, approx. overall length 165 mm",Oyster Perpetual 41,,,Original Rolex box and certificate,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 5700, Oyster perpetual, Air King Date, Precision, Stainless-steel",/en/lots/rolex-ref-5700-1500-air-king-date-lot-347-48?page=3,EUR,"2,000","3,000","3,900","Fine center seconds, self-winding, water-resistant, stainless-steel wristwatch with date. Inclined bezel screwed down case back and crown, plastic crystal. Silver gold patina dial with applied steel baton our markers, luminous dots, outer minute/seconds division, aperture for the date. Luminous steel sword hands.","Rolex, Geneva",5700/1500,1956,192332,35 mm.,"71,3 gr. (approx.)",Rolex 1520,"Case (later case back), dial and movement",,"Steel Rolex Oyster bracelet, approx. length 160 mm",Air King Date,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 14203, Oyster perpetual, Superlative chronometer officialy certified, Gold and stainless-steel",/en/lots/rolex-ref-14203-oyster-lot-347-49?page=3,EUR,"2,500","4,500","4,550","Fine, tonneau shaped, center-seconds, self-winding, water-resistant, stainless-steel and gold wristwatch. Polished and brushed lugs, screw-down case back and crown, flat inclined gold bezel, sapphire crystal. White dial with applied gold baton indexes and painted Roman numerals, luminous dots on the outer minute/seconds track. Luminous gold ""baton"" hands.","Rolex, Geneva",14203,1992,L725073,34 mm.,"102,1 gr. (approx.)",Rolex 3000,"Case, dial and movement",4536439,Stainless steel and gold Rolex Oyster bracelet with folding clasp approx. length 170 mm,Oyster,,,"Rolex Oyster box, Attestation de contrôle officiel Suisse de chronomètre (COSC), Rolex leather cardholder and wallet, booklet, and Tag",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Audemars Piguet.  Ref. 5402, Automatic, Royal Oak, So called ""Jumbo"", Stainless-steel and gold",/en/lots/audemars-piguet-ref-5402-royal-oak-lot-347-50?page=3,EUR,"40,000","60,000","63,700","Very fine, early, and rare stainless steel and gold wristwatch, self-winding, with date. Water resistant to 50 meters, gold bezel and stainless- steel case back fixed by 8 screws. Monobloc case along with the octagonal bezel and integrated bracelet. Off-white dial ""Petite tapisserie"", aperture for the date, Luminescent gold hour markers and baton hands.","Audemars Piguet, Le Brassus (Vallée de Joux)",5402,1978,B29315 / No 479,,111 gr. (approx.),Audemars Piguet 2121/1,"Case, dial and movement",,Stainless steel and gold Audemars Piguet bracelet approx. length 160 mm,Royal Oak,,40 mm.,"Additional dial, off-white color, with the AP at 6 o'clock",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Audemars Piguet.  Ref. 5402, Automatic, Royal Oak, Stainless-steel, A series",/en/lots/audemars-piguet-ref-5402-royal-oak-lot-347-51?page=3,EUR,"75,000","150,000","169,000","Very fine, early, and rare stainless-steel wristwatch, self-winding, with date. Water resistant to 50 meters, bezel and case back fixed by 8 screws. Monobloc case along with the octagonal bezel and integrated bracelet. Caramel dial ""Petite tapisserie"", aperture for the date, Letters ""AP"" at 6 o'clock.","Audemars Piguet, Le Brassus (Vallée de Joux)",5402,1972,67166 / No A 166,,97 gr. (approx.),2121/1,"Case, dial and movement",127421,"Stainless steel Audemars Piguet bracelet, approx. length 160 mm",Royal Oak,,39 mm.,,,,,,
